2015/03/12 08:40,0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,0,14.51396,35.89506,0,511,MARSAXLOKK,,0xc35c9_12-03-15 7:xx - 23-03-15 0:42
2015/03/14 13:48,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5,-5.316057,35.90345,348,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 13:51,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.5,-5.316607,35.90769,351,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 13:55,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6,-5.317723,35.9135,20,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 13:58,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.319388,35.91784,338,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:02,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.322552,35.92469,331,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:05,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.1,-5.325523,35.92981,339,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:07,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.2,-5.326895,35.93295,340,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:09,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.327442,35.93588,352,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:11,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.8,-5.328082,35.93915,355,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 14:18,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.2,-5.331532,35.94953,344,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:19,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6,-5.374995,36.04406,330,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:22,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.378294,36.04825,328,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:25,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.2,-5.382442,36.053,325,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:29,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.1,-5.386638,36.05823,330,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:32,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.4,-5.39063,36.06261,319,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:34,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.393597,36.06544,309,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:37,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.398618,36.0695,317,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:40,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.404305,36.07359,304,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:42,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.2,-5.408395,36.07557,297,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:44,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.9,-5.412603,36.07734,292,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:47,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.5,-5.416111,36.0826,329,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:49,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,7.6,-5.41878,36.0875,337,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:53,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.4,-5.42116,36.0936,335,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 15:56,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,3.8,-5.422433,36.09765,340,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 16:00,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.42341,36.10224,352,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 16:04,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.3,-5.425005,36.10985,347,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 16:08,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,6.4,-5.427747,36.11622,334,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 16:11,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,5.9,-5.432728,36.11905,281,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/14 16:15,0x6cafd52f3e1a09950e6e889daabf81bafbe7a40a,36,3.8,-5.439096,36.11902,194,511,CEUTA,,0x6cafd_14-03-15 13:xx - 18-04-15 16:29
2015/03/15 20:42,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.3,-5.309898,35.89846,346,348,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:44,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,5.5,-5.310712,35.90134,348,351,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:47,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,5.5,-5.310842,35.90606,4,343,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:50,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.7,-5.311208,35.91011,356,339,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:53,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,4.5,-5.311533,35.91398,355,332,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:56,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.8,-5.312655,35.91726,341,321,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 20:59,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.7,-5.314483,35.91999,332,312,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:02,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.4,-5.317185,35.92243,304,301,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:05,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.3,-5.320085,35.92371,284,279,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:08,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.5,-5.323534,35.92419,280,279,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:11,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.6,-5.326137,35.92452,276,280,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:13,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.6,-5.328612,35.92476,279,280,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:17,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1.5,-5.33235,35.92507,233,270,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:21,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1,-5.333598,35.92493,273,289,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:23,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.9,-5.334678,35.92503,276,287,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:27,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.335331,35.92509,279,282,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:32,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,2.2,-5.336874,35.92465,269,280,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:39,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,2.1,-5.341785,35.92491,268,284,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:41,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.1,-5.344023,35.92529,282,284,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:44,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,3.2,-5.347277,35.92585,262,270,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:50,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,1.3,-5.35292,35.92513,253,273,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:53,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.353555,35.92491,154,280,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:56,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.7,-5.352983,35.92467,108,269,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 21:59,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.35241,35.9244,139,274,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 22:20,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35266,35.92439,344,302,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 22:41,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352468,35.92456,334,286,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 23:02,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352362,35.92467,69,275,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 23:23,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352373,35.92444,188,272,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/15 23:44,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352445,35.9245,353,289,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 00:06,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352452,35.92451,348,291,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 00:29,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352558,35.92476,309,273,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 00:50,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352598,35.92474,320,278,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 01:11,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352558,35.92491,315,260,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 01:32,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0,-5.352852,35.92484,150,258,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 01:53,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352765,35.92498,284,244,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 02:14,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.35395,35.92558,249,182,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 02:35,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.3,-5.353857,35.92566,64,186,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 02:41,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.353063,35.92562,110,196,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 02:44,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.352652,35.92546,140,220,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:06,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352415,35.9245,175,283,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:08,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352517,35.92419,201,284,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:11,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352519,35.92415,41,320,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:17,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352218,35.92459,168,267,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:39,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352247,35.92463,351,278,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:48,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352265,35.92462,10,287,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 03:51,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352218,35.92481,153,253,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 04:12,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352257,35.92495,110,247,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 04:33,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352255,35.9248,14,268,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 04:51,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352293,35.92463,202,252,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 04:54,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.35234,35.92437,166,274,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 04:57,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.5,-5.352142,35.92448,18,288,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 05:00,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352129,35.92482,340,257,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 05:21,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0,-5.352137,35.92475,167,262,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 05:42,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352197,35.92467,329,273,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 06:03,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0,-5.352149,35.92503,282,249,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 06:24,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352175,35.92496,221,253,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 06:45,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.35217,35.92487,206,257,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 07:06,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352237,35.92509,336,250,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 07:27,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352278,35.92514,339,253,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 07:48,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352265,35.92525,255,238,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 08:09,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352293,35.92486,309,260,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 08:30,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352435,35.92495,181,234,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 08:51,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352499,35.92474,198,256,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 09:12,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352315,35.92474,11,269,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 09:33,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.4,-5.35215,35.92461,201,263,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 09:54,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.2,-5.352208,35.92444,36,283,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 10:15,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352197,35.92424,324,293,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 10:15,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352197,35.92424,324,293,CEUTA,,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking
2015/03/16 10:39,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352203,35.92441,32,281,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 10:39,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352203,35.92441,32,281,CEUTA,,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking
2015/03/16 11:00,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352277,35.92424,41,297,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
2015/03/16 11:00,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352277,35.92424,41,297,CEUTA,,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking
2015/03/16 11:21,0x6d6794f3186f584637721a1e1789fd2e71c28195,83,0.1,-5.352267,35.92428,61,292,CEUTA,,0x6d679_15-03-15 20:xx - 16-03-15 12:24
